stat-name,user,supervisor,hypervisor,machine,total
cycles,178323805,4340465,0,39415,182703685
commits,152791917,1605308,0,19152,154416377
ins_fetch,171781012,2060347,0,21613,173862972
sim_time_milli_sec,0,0,0,0,70064
insn_mem_delay,210223,581049,0,5251,796523
data_mem_delay,321278,1343415,0,2069,1666762
exec_unit_delay,0,0,0,0,0
load_insn,16749911,382539,0,5422,17137872
store_insn,4972205,238353,0,4880,5215438
atomic_insn,133,16212,0,0,16345
system_insn,272,22643,0,1419,24334
aritmetic_insn,100126999,656883,0,5622,100789504
cond_branches,22633262,221143,0,1122,22855527
jal_insn,2493286,35195,0,126,2528607
jalr_insn,1116691,29793,0,561,1147045
int_mul_insn,4698364,2001,0,0,4700365
int_div_insn,440,98,0,0,538
fp_load_insn,82,192,0,0,274
fp_store_insn,243,256,0,0,499
fp_add_insn,0,0,0,0,0
fp_mul_insn,0,0,0,0,0
fp_fma_insn,0,0,0,0,0
fp_div_sqrt_insn,5,0,0,0,5
fp_misc_insn,24,0,0,0,24
load_byte_insn,3384888,9579,0,0,3394467
load_half_word_insn,7320002,1732,0,0,7321734
load_word_insn,2481949,49568,0,416,2531933
load_double_word_insn,3563154,321852,0,5006,3890012
itlb_reads,20007305,213910,0,2703,20223918
itlb_hits,20003923,190082,0,2372,20196377
load_tlb_reads,17290543,412235,0,5426,17708204
load_tlb_hits,17277317,376404,0,4865,17658586
store_tlb_reads,4972661,254704,0,4880,5232245
store_tlb_hits,4971419,241185,0,4697,5217301
cond_branches_taken,11523899,88072,0,523,11612494
cond_branches_pred_correct,19195650,169071,0,745,19365466
cond_branches_pred_incorrect,3960738,61014,0,483,4022235
uncond_branches_pred_correct,3046469,24980,0,241,3071690
uncond_branches_pred_incorrect,764948,51503,0,479,816930
btb_reads,198748817,2366915,0,23561,201139293
btb_hits,51002264,383761,0,2400,51388425
btb_inserts,3580903,184931,0,1336,3767170
btb_updates,25997966,277581,0,1803,26277350
int_regfile_reads,0,0,0,0,0
int_regfile_writes,122541918,1075660,0,11189,123628767
fp_regfile_reads,0,0,0,0,0
fp_regfile_writes,101,192,0,0,293
csr_reads,7,17102,0,1255,18364
csr_writes,2,15009,0,694,15705
fu_alu_accesses,152156460,1683546,0,18138,153858144
fu_mul_accesses,4858431,2025,0,0,4860456
fu_div_accesses,474,142,0,0,616
fu_fpu_alu_accesses,29,0,0,0,29
fu_fpu_fma_accesses,0,0,0,0,0
ins_page_walks,3382,23830,0,0,27212
load_page_walks,13225,35670,0,0,48895
store_page_walks,1242,13519,0,0,14761
misaligned_fetch,0,0,0,0,0
fault_fetch,0,0,0,0,0
illegal_instruction,0,126,0,0,126
breakpoint,0,0,0,0,0
misaligned_load,0,0,0,0,0
fault_load,0,0,0,0,0
misaligned_store,0,0,0,0,0
fault_store,0,0,0,0,0
user_ecall,216,0,0,0,216
supervisor_ecall,0,19,0,0,19
hypervisor_ecall,0,0,0,0,0
machine_ecall,0,0,0,0,0
fetch_page_fault,52,0,0,0,52
load_page_fault,43,0,0,0,43
store_page_fault,122,8,0,0,130
user_software_interrupt,0,0,0,0,0
supervisor_software_interrupt,0,0,0,0,0
machine_software_interrupt,0,0,0,0,0
user_timer_interrupt,0,0,0,0,0
supervisor_timer_interrupt,19,0,0,0,19
machine_timer_interrupt,19,0,0,0,19
user_external_interrupt,0,0,0,0,0
supervisor_external_interrupt,0,6,0,0,6
machine_external_interrupt,0,0,0,0,0
pipeline_flush,5726023,166408,0,2526,5894957
L1_icache_reads,171781012,2060347,0,21613,173862972
L1_icache_read_misses,4615,16336,0,176,21127
L1_dcache_reads,17326233,560428,0,5300,17891961
L1_dcache_read_misses,7037,19657,0,46,26740
L1_dcache_writes,4972590,254697,0,4861,5232148
L1_dcache_write_misses,608,9681,0,58,10347
L2_cache_reads,12304,45769,0,280,58353
L2_cache_read_misses,8195,29653,0,102,37950
L2_cache_writes,2827,15397,0,56,18280
L2_cache_write_misses,48,137,0,0,185
